locus_name	description	CAZYName
gene_9975	hypotheticalprotein	NA
gene_10025	expressedprotein	NA
gene_10032	expressedprotein	NA
gene_10055	hypotheticalprotein	NA
gene_10085	expressedprotein	NA
gene_10112	GroES(chaperonin10)-likeprotein	NA
gene_10132	hypotheticalprotein	NA
gene_10133	hypotheticalprotein	NA
gene_10137	pectatelyase	PL3_2
gene_10139	hypotheticalprotein	NA
gene_10143	hypotheticalprotein	NA
gene_10155	hypotheticalprotein	NA
gene_10204	glutathione-dependentformaldehyde-activating	NA
gene_10225	hypotheticalprotein	NA
gene_10230	hypotheticalprotein	NA
gene_10239	hypotheticalprotein	NA
gene_10248	hypotheticalprotein	NA
gene_10250	Pectatelyasesuperfamilyprotein-domaincontainingprotein	GH55_2
gene_10258	dihydroflavonol-4-reductase	NA
gene_10267	enoyl-CoAhydratase/isomerase	NA
gene_10268	subtilisin-likeserineprotease	NA
gene_10270	hypotheticalprotein	NA
gene_10296	serine/threonine-proteinkinasemph1	NA
gene_10305	expressedprotein	NA
gene_10317	fungalcellulosebindingdomain-containingprotein	CE16
gene_10318	Glycosylhydrolasefamily61-domaincontainingprotein	AA9
gene_10331	hypotheticalprotein	NA
gene_10333	hypotheticalprotein	NA
gene_10340	hypotheticalprotein	NA
gene_10342	hypotheticalprotein	NA
gene_10355	amidase	NA
gene_10357	Lactonase%2C7-bladedbeta-propeller-domaincontainingprotein	NA
gene_10363	hypotheticalprotein	AA3_2
gene_10416	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10424	hypotheticalprotein	NA
gene_10448	D-arabinitol2-dehydrogenase	NA
gene_10452	cellulosomeenzyme	CBM1
gene_10454	hypotheticalprotein	NA
gene_10476	lysineacetyltransferase	NA
gene_10479	glucan1%2C3-beta-glucosidase	GH17
gene_10494	hypotheticalprotein	NA
gene_10500	CRAL/TRIOdomain-containingprotein	NA
gene_352	Generalsubstratetransporter	NA
gene_10535	hypotheticalprotein	NA
gene_10537	1-phosphatidylinositol-4%2C5-bisphosphatephosphodiesterasedelta-1	NA
gene_10542	hypotheticalprotein	NA
gene_10543	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10546	aldo/ketoreductase	NA
gene_10554	hypotheticalprotein	NA
gene_10555	hypotheticalprotein	NA
gene_10588	DnaJdomain-containingprotein	NA
gene_10605	hypotheticalprotein	NA
gene_10609	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_10610	hypotheticalprotein	NA
gene_10619	hypotheticalprotein	NA
gene_10620	hypotheticalprotein	NA
gene_10626	Generalsubstratetransporter	GH105
gene_10627	putativexylosidase/arabinosidase	GH43_14
gene_10651	hypotheticalprotein	NA
gene_10656	Glycosidehydrolasesuperfamily	GH5_22
gene_10661	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_10679	hypotheticalprotein	NA
gene_10688	peptidase	NA
gene_10690	hypotheticalprotein	NA
gene_10695	Pectinlyasefold/virulencefactor	PL3_2
gene_10704	hypotheticalprotein	NA
gene_10706	hypotheticalprotein	NA
gene_10748	hypotheticalprotein	NA
gene_10752	putativemonooxygenase	NA
gene_10754	hypotheticalprotein	NA
gene_10771	Zinc-bindingdomain-domaincontainingprotein	NA
gene_10775	hypotheticalprotein	NA
gene_10808	expressedprotein	NA
gene_10818	endoglucanaseB	AA9
gene_10823	hypotheticalprotein	NA
gene_10836	Generalsubstratetransporter	NA
gene_10841	hypotheticalprotein	CBM24
gene_10849	hypotheticalprotein	NA
gene_10873	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein	GH43_14
gene_10874	hypotheticalprotein	NA
gene_10963	hypotheticalprotein	NA
gene_10965	3-dehydroquinatesynthase	NA
gene_10966	catecholO-methyltransferase	NA
gene_10969	hypotheticalprotein	NA
gene_11015	Proteolipidmembranepotentialmodulator-domaincontainingprotein	NA
gene_11019	expressedprotein	NA
gene_11021	alpha-ketoglutarate-dependenttaurinedioxygenase	NA
gene_11025	hypotheticalprotein	NA
gene_11026	alcoholdehydrogenase	AA3
gene_11028	hypotheticalprotein	NA
gene_11032	PANdomain-containingprotein	NA
gene_11033	hypotheticalprotein	NA
gene_11039	beta-glucosidase	GH3
gene_11044	hypotheticalprotein	NA
gene_11060	expressedprotein	NA
gene_11072	expressedprotein	NA
gene_11077	majorfacilitatorsuperfamilytransporter	NA
gene_11082	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11093	peptidoglycanbindingdomain-containingprotein	NA
gene_11109	hypotheticalprotein	NA
gene_11118	hypotheticalprotein	NA
gene_11121	expressedprotein	NA
gene_11124	hypotheticalprotein	NA
gene_11159	hypotheticalprotein	NA
gene_11200	diphthamidebiosynthesisprotein2	NA
gene_11229	3-oxoacyl-reductase	NA
gene_11349	rRNAprocessing/ribosomebiogenesis-domaincontainingprotein	NA
gene_11424	expressedprotein	GH18
gene_11449	Mpv17/PMP22family-domaincontainingprotein	NA
gene_11450	putativehigh-affinityglucosetransporter	NA
gene_11461	hypotheticalprotein	GT1
gene_11467	expressedprotein	NA
gene_11473	FADdependentoxidoreductase-domaincontainingprotein	NA
gene_11507	catalase-3	NA
gene_11534	GroES(chaperonin10)-likeprotein	NA
gene_11537	Aminoacid/polyaminetransporterI	NA
gene_11556	hypotheticalprotein	NA
gene_11585	ubiquitincarboxyl-terminalhydrolase	NA
gene_11594	hypotheticalprotein	NA
gene_11596	Proteinkinase-likedomain-containingprotein	GH3
gene_11601	Pyridoxalphosphate-dependenttransferase	NA
gene_11602	Proteinkinase-likedomain-containingprotein	NA
gene_11628	Alkaline-phosphatase-like%2Ccoredomain-containingprotein	NA
gene_11642	hypotheticalprotein	NA
gene_11652	hypotheticalprotein	NA
gene_11661	Zincfingerprotein-domaincontainingprotein	NA
gene_11679	DNAtopoisomerase	GT90
gene_11682	PutativeSin3bindingprotein-domaincontainingprotein	NA
gene_11725	hypotheticalprotein	NA
gene_11729	hypotheticalprotein	NA
gene_11746	alpha/betahydrolasefold-3domain-containingprotein	NA
gene_11757	hypotheticalprotein	NA
gene_11758	FluGdomain-containingprotein	NA
gene_11763	hypotheticalprotein	NA
gene_11774	RTA1domain-containingprotein	NA
gene_11776	hypotheticalprotein	NA
gene_11778	ABCtransporter	NA
gene_11785	glucoseN-acetyltransferase	GT8
gene_11816	CellmorphogenesisN-terminal-domaincontainingprotein	NA
gene_354	expressedprotein	NA
gene_11868	hypotheticalprotein	NA
gene_11871	hypotheticalprotein	NA
gene_11895	expressedprotein	NA
gene_11951	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11952	hypotheticalprotein	NA
gene_11953	Glycosylhydrolasefamily71-domaincontainingprotein	CBM24
gene_353	hypotheticalprotein	NA
gene_12014	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein	GH43_14
gene_12037	hypotheticalprotein	NA
gene_12039	hydroxyethylthiazolekinase	NA
gene_12059	lactosepermease	NA
gene_12061	expressedprotein	NA
gene_12089	ribosomalproteinL23	NA
gene_12125	CCR4-Notcomplexcomponent%2CNot1-domaincontainingprotein	NA
gene_12137	hypotheticalprotein	NA
gene_12189	Chloroperoxidase	NA
gene_12243	hypotheticalprotein	NA
gene_12257	hypotheticalprotein	NA
gene_12263	C4-dicarboxylatetransporter/malicacidtransporter	NA
gene_12264	UncharacterisedproteinfamilyUPF0311	NA
gene_12287	ChondroitinAC/alginatelyase	NA
gene_12291	hypotheticalprotein	NA
gene_12315	effluxpumpantibioticresistanceprotein	NA
gene_12327	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_12336	Alpha/Betahydrolasefold	NA
gene_12337	hypotheticalprotein	NA
gene_12341	hypotheticalprotein	NA
gene_12342	hypotheticalprotein	NA
gene_12354	hypotheticalprotein	NA
gene_12357	Alpha/Betahydrolasefold	NA
gene_12367	hypotheticalprotein	NA
gene_12381	fumarylacetoacetatehydrolase	NA
gene_12392	hypotheticalprotein	NA
gene_12400	hypotheticalprotein	NA
gene_12404	argininepermease	NA
gene_12419	hypotheticalprotein	NA
gene_12421	hypotheticalprotein	NA
gene_12436	ataxiatelangiectasiamutated	NA
gene_12438	expressedprotein	NA
gene_12456	expressedprotein	NA
gene_12476	hypotheticalprotein	NA
gene_12485	V-ATPaseproteolipidsubunitC-likedomain-containingprotein	NA
gene_12543	Sodium/hydrogenexchangerfamily-domaincontainingprotein	NA
gene_12577	expressedprotein	NA
gene_12589	GNS1/SUR4family-domaincontainingprotein	NA
gene_12654	hypotheticalprotein	AA3_1
gene_12663	aconitatehydratase	NA
gene_12680	RibonucleaseH-likedomain-containingprotein	GT1
gene_12688	YKOF-likeprotein	NA
gene_12716	family1glycosidehydrolase	GH1
gene_12719	hypotheticalprotein	NA
gene_12777	Generalsubstratetransporter	CE0
gene_12795	OPToligopeptidetransporterprotein-domaincontainingprotein	NA
gene_12826	hypotheticalprotein	NA
gene_12836	Cel61b	AA9
gene_12840	killertoxinsubunitsalpha/beta	GH18
gene_12908	maltosepermease	NA
gene_12976	Alpha/Betahydrolasefold	NA
gene_12983	hypotheticalprotein	NA
gene_12988	Alpha/Betahydrolasefold	NA
gene_12992	hypotheticalprotein	NA
gene_12993	Aminoacidpermease-domaincontainingprotein	NA
gene_13012	Bacterialalpha-L-rhamnosidase-domaincontainingprotein	GH78
gene_13034	ConcanavalinA-likelectin/glucanasedomain-containingprotein	GH12
gene_13044	expressedprotein	NA
gene_13048	Proteinofunknownfunction(DUF2422)-domaincontainingprotein	NA
gene_13056	integralmembraneprotein	NA
gene_13081	hypotheticalprotein	NA
gene_13087	hypotheticalprotein	NA
gene_13089	metalloprotease	CBM35
gene_13090	Proteinofunknownfunction(DUF4246)-domaincontainingprotein	NA
gene_13099	Proteinofunknownfunction(DUF3129)-domaincontainingprotein	NA
gene_13112	GCYprotein	NA
gene_13115	putativepantothenatetransporter	NA
gene_13118	hypotheticalprotein	NA
gene_13125	expressedprotein	NA
gene_13129	expressedprotein	NA
gene_13131	hypotheticalprotein	NA
gene_13135	retinoldehydrogenase12	NA
gene_13148	alpha-ketoglutarate-dependentsulfonatedioxygenase	NA
gene_13153	MFStransporter	NA
gene_13155	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_13157	majorfacilitatorsuperfamilytransporter	NA
gene_13168	hypotheticalprotein	GT0
gene_13178	FADbindingdomain-containingprotein	NA
gene_13196	Formate/nitritetransporter-domaincontainingprotein	NA
gene_13197	copper-containingnitritereductase	NA
gene_13227	hypotheticalprotein	NA
gene_13243	hypotheticalprotein	NA
gene_13256	hypotheticalprotein	NA
gene_13262	Proteinofunknownfunction(DUF521)-domaincontainingprotein	NA
gene_13263	Ankyrinrepeat-containingdomainprotein	NA
gene_13264	hypotheticalprotein	NA
gene_13267	hypotheticalprotein	NA
gene_13286	hypotheticalprotein	NA
gene_13288	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_13301	expressedprotein	NA
gene_13318	hypotheticalprotein	NA
gene_13341	hypotheticalprotein	NA
gene_13353	Generalsubstratetransporter	CE0
gene_13375	hypotheticalprotein	CBM18
gene_13386	hypotheticalprotein	NA
gene_13387	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_13415	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_13424	O-methyltransferase	NA
gene_13434	Bacterialalpha-L-rhamnosidase-domaincontainingprotein	GH78
gene_13441	Domainofunknownfunction(DUF1996)-domaincontainingprotein	NA
gene_13451	subtilase	NA
gene_13455	Gprotein-coupledglucosereceptorregulatingGpa2-domaincontainingprotein	NA
gene_13466	JmjCdomain-containingprotein	NA
gene_13480	Generalsubstratetransporter	NA
gene_13509	hypotheticalprotein	NA
gene_13526	Armadillo-typefold	NA
gene_13615	DUF726domain-containingprotein	NA
gene_13620	NUC173domain-domaincontainingprotein	NA
gene_13626	hypotheticalprotein	NA
gene_13683	glycerophosphodiesterphosphodiesteraseGDE1	NA
gene_13694	putativecalciumionbindingprotein	NA
gene_13699	hypotheticalprotein	NA
gene_13707	hypotheticalprotein	NA
gene_13744	ferricreductasetransmembranecomponent3	NA
gene_13745	hypotheticalprotein	NA
gene_356	hypotheticalprotein	NA
gene_360	GMCoxidoreductase-domaincontainingprotein	AA3_3
gene_361	L-lactatedehydrogenase	NA
gene_366	expressedprotein	NA
gene_377	hypotheticalprotein	NA
gene_378	pre-mRNA-splicingfactorRSE1	NA
gene_380	expressedprotein	NA
gene_383	GTP-bindingproteinRBG1	NA
gene_384	expressedprotein	NA
gene_386	Triose-phosphateTransporterfamily-domaincontainingprotein	NA
gene_388	hypotheticalprotein	NA
gene_394	expressedprotein	NA
gene_399	3%27%2C5%27-cyclic-nucleotidephosphodiesterase	NA
gene_408	translocationproteinsec63	NA
gene_417	expressedprotein	NA
gene_418	tricarboxylatecarrier	NA
gene_422	expressedprotein	NA
gene_431	expressedprotein	NA
gene_434	expressedprotein	NA
gene_442	Calcium-activatedchloridechannel-domaincontainingprotein	NA
gene_445	dynactinp62familyprotein	NA
gene_447	hypotheticalprotein	NA
gene_451	expressedprotein	NA
gene_468	cytochromeP45076A2	NA
gene_474	hypotheticalprotein	NA
gene_489	hypotheticalprotein	NA
gene_488	hypotheticalprotein	NA
gene_495	phosphoglucomutase/phosphomannomutase	NA
gene_496	hypotheticalprotein	NA
gene_509	hypotheticalprotein	NA
gene_3028	DNArepairhelicase	NA
gene_3030	dualspecificityphosphatase	NA
gene_3029	protein-vacuolartargetingproteinAtg18	NA
gene_3034	expressedprotein	NA
gene_3032	expressedprotein	NA
gene_3033	hypotheticalprotein	NA
gene_3036	expressedprotein	NA
gene_3046	ATP-dependentClpprotease	NA
gene_515	expressedprotein	NA
gene_3048	hypotheticalprotein	NA
gene_3050	triose-phosphatetransporter	NA
gene_3049	originrecognitioncomplexsubunitOrc5	NA
gene_3051	Domainofunknownfunction(DUF382)-domaincontainingprotein	NA
gene_3052	hypotheticalprotein	NA
gene_3054	phenmediphamhydrolase	NA
gene_3056	DASHcomplexsubunitDad2	NA
gene_3061	expressedprotein	NA
gene_3064	expressedprotein	NA
gene_3066	expressedprotein	NA
gene_3070	peroxidestress-activatedhistidinekinasemak1	NA
gene_3069	phosphoglyceratemutase	NA
gene_3074	GTPaseactivatingprotein	NA
gene_3076	hypotheticalprotein	NA
gene_3078	expressedprotein	NA
gene_3079	peroxidestress-activatedhistidinekinasemak2	NA
gene_3081	expressedprotein	NA
gene_3082	triose-phosphatetransporter	NA
gene_3087	putativeTFIIHbasaltranscriptionfactorcomplexp47subunit	NA
gene_3086	4-hydroxyphenylpyruvatedioxygenase	NA
gene_3088	chitinsynthaseexportchaperone	NA
gene_3094	dolichyl-phosphate-mannose-proteinmannosyltransferase	GT39
gene_3097	hypotheticalprotein	NA
gene_3098	Proteinofunknownfunction(DUF2012)-domaincontainingprotein	NA
gene_3099	WDrepeatdomain-containingprotein	NA
gene_526	hypotheticalprotein	NA
gene_3104	expressedprotein	NA
gene_3103	expressedprotein	NA
gene_3108	hypotheticalprotein	CE12
gene_3111	Citratesynthase-likeprotein	NA
gene_3112	mitochondrialDNAreplicationproteinYHM2	NA
gene_3113	expressedprotein	NA
gene_3115	expressedprotein	NA
gene_528	40SribosomalproteinS2	CBM50
gene_3118	hypotheticalprotein	NA
gene_3119	Rpb7-bindingproteinseb1	NA
gene_3121	Domainofunknownfunction(DUF3425)-domaincontainingprotein	NA
gene_3126	expressedprotein	NA
gene_3125	LIM-domainbindingprotein-domaincontainingprotein	NA
gene_3132	hypotheticalprotein	NA
gene_3135	surfactinsynthetasesubunit3	NA
gene_3137	Proteinofunknownfunction(DUF4050)-domaincontainingprotein	NA
gene_3141	expressedprotein	NA
gene_3144	hypotheticalprotein	NA
gene_3145	histonedeacetylaseclr3	NA
gene_3151	hypotheticalprotein	NA
gene_3152	ankyrinrepeatproteinnuc-2	NA
gene_3153	hypotheticalprotein	NA
gene_3156	hypotheticalprotein	NA
gene_3159	Uncharacterizedconservedprotein(DUF2293)-domaincontainingprotein	NA
gene_3162	arginyl-tRNA-proteintransferase	NA
gene_3163	exosomecomplexexonucleaseRRP42	NA
gene_3164	hypotheticalprotein	NA
gene_3169	ploidyproteinmob1maintenance	NA
gene_3170	ATPsynthaseF1	NA
gene_538	t-SNARE	NA
gene_3175	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_3180	PSP1domain-containingprotein	NA
gene_544	hypotheticalprotein	NA
gene_543	phytanoyl-CoAdioxygenasefamilyprotein	NA
gene_3185	FDD123protein	NA
gene_3188	expressedprotein	NA
gene_3187	glutamatesynthase	NA
gene_3194	hypotheticalprotein	NA
gene_3197	cyclin	GH5_5
gene_3208	RING-7protein	NA
gene_3209	cellpolarityproteinalp11	NA
gene_3211	expressedprotein	NA
gene_3210	myb-likeDNA-bindingdomain-containingprotein	NA
gene_3216	hypotheticalprotein	NA
gene_3214	expressedprotein	NA
gene_3213	NADP:D-xylosedehydrogenase	NA
gene_3215	aldo/ketoreductase	NA
gene_3217	FGGY-familypentulosekinase	NA
gene_3218	hypotheticalprotein	NA
gene_3225	PP-loopfamilyprotein	NA
gene_3229	Mitochondrialcarrierdomain-containingprotein	NA
gene_3227	expressedprotein	NA
gene_3230	WDrepeat-containingprotein	NA
gene_3232	ATP-dependentRNAhelicaseHAS1	NA
gene_3231	expressedprotein	NA
gene_3233	fructose-2%2C6-bisphosphatase	CBM20
gene_550	expressedprotein	NA
gene_3234	expressedprotein	NA
gene_3238	KHdomain-containingprotein	NA
gene_3237	Eukaryoticproteinofunknownfunction(DUF829)-domaincontainingprotein	NA
gene_3249	calcium-bindingmitochondrialcarrier	NA
gene_3250	v-SNARE	NA
gene_549	cyclin	NA
gene_3252	Tannase/feruloylesterase	NA
gene_3261	JmjCdomain-containingprotein	NA
gene_552	expressedprotein	NA
gene_3264	40SribosomalproteinS23	NA
gene_3262	UbiAprenyltransferasefamily-domaincontainingprotein	NA
gene_3263	expressedprotein	NA
gene_3270	6-phosphofructo-2-kinase	NA
gene_3271	expressedprotein	NA
gene_3273	ankyrinrepeatprotein	NA
gene_3276	expressedprotein	NA
gene_3277	expressedprotein	NA
gene_3278	hypotheticalprotein	NA
gene_3281	hypotheticalprotein	NA
gene_3286	pantothenatetransporterliz1	NA
gene_3289	ent-kaureneoxidase	NA
gene_3295	Proteinofunknownfunction(DUF3129)-domaincontainingprotein	NA
gene_3308	dihydrodipicolinatesynthetasefamilyprotein	NA
gene_3309	hypotheticalprotein	NA
gene_3319	hypotheticalprotein	NA
gene_3331	tyrosine-proteinphosphataseSIW14	NA
gene_3333	expressedprotein	NA
gene_3338	ATP-dependentRNAhelicaseDOB1	NA
gene_3339	DUF2407C-terminaldomain-domaincontainingprotein	NA
gene_3343	expressedprotein	NA
gene_3342	expressedprotein	NA
gene_3349	expressedprotein	NA
gene_3355	Aminoacidpermease-domaincontainingprotein	NA
gene_3357	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_3361	Cutinase-domaincontainingprotein	CE5
gene_3360	hypotheticalprotein	NA
gene_3363	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_3371	expressedprotein	NA
gene_3372	quinatepermease	NA
gene_3380	galactokinase	NA
gene_3381	expressedprotein	NA
gene_3383	expressedprotein	NA
gene_3384	hypotheticalprotein	NA
gene_3392	hypotheticalprotein	NA
gene_567	ENTHdomain-containingprotein	NA
gene_3403	hypotheticalprotein	NA
gene_3415	gelsolinrepeat-containingprotein	NA
gene_3417	expressedprotein	NA
gene_3418	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_3422	expressedprotein	NA
gene_3423	glycerol-3-phosphatedehydrogenase	NA
gene_3424	bilirubinoxidase	NA
gene_3425	hypotheticalprotein	NA
gene_3428	hypotheticalprotein	NA
gene_3434	hypotheticalprotein	NA
gene_3435	WSCdomain-domaincontainingprotein	NA
gene_3438	expressedprotein	NA
gene_571	ornithinecyclodeaminase	NA
gene_3448	cytoplasmprotein	NA
gene_3446	expressedprotein	NA
gene_3450	glutaminyl-peptidecyclotransferase	NA
gene_3453	hypotheticalprotein	NA
gene_3455	expressedprotein	NA
gene_3460	fructose-bisphosphatealdolase	NA
gene_3468	NAD-dependentepimerase/dehydratase	NA
gene_3475	S-adenosyl-L-methionine-dependentmethyltransferase	AA11
gene_3478	pisatindemethylase	NA
gene_576	expressedprotein	NA
gene_3485	hypotheticalprotein	NA
gene_3488	expressedprotein	NA
gene_3489	expressedprotein	NA
gene_3490	calcium-transportingATPase	NA
gene_3493	hypotheticalprotein	NA
gene_3494	NADdependentepimerase/dehydratase	NA
gene_3497	hypotheticalprotein	NA
gene_3496	hypotheticalprotein	GT4
gene_3501	hypotheticalprotein	NA
gene_3506	nonspecificlipid-transferprotein	NA
gene_3505	3-oxoacyl-reductase	NA
gene_3508	expressedprotein	NA
gene_3507	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_3516	CENP-SassociatingCentromereproteinX-domaincontainingprotein	NA
gene_3523	hypotheticalprotein	NA
gene_3521	expressedprotein	NA
gene_3530	RAMsignallingpathwayprotein-domaincontainingprotein	NA
gene_3538	expressedprotein	NA
gene_3540	GTPase-activatingproteinGYP5	NA
gene_3543	Chromosometransmissionfidelityprotein8	NA
gene_3550	hypotheticalprotein	NA
gene_3552	hypotheticalprotein	NA
gene_3551	expressedprotein	NA
gene_3555	Proteinofunknownfunction(DUF3984)-domaincontainingprotein	NA
gene_579	expressedprotein	NA
gene_3559	GTP-bindingproteinrhoA	GT4
gene_585	GroES(chaperonin10)-likeprotein	NA
gene_3561	transmembraneaminoacidtransporter	NA
gene_3564	Asparticpeptidasedomain-containingprotein	NA
gene_3566	hypotheticalprotein	NA
gene_3565	expressedprotein	NA
gene_3577	hypotheticalprotein	NA
gene_3579	serine/threonine-proteinkinaseMAK	NA
gene_3581	expressedprotein	NA
gene_3582	Mitochondrialbranched-chainalpha-ketoaciddehydrogenasekinase-domaincontainingprotein	NA
gene_590	expressedprotein	NA
gene_3583	expressedprotein	NA
gene_3587	RNase3domain-containingprotein	NA
gene_3589	sphingosine-1-phosphatelyase	NA
gene_3588	expressedprotein	NA
gene_3594	expressedprotein	NA
gene_3596	acetate-CoAligase	GH1
gene_3597	replicationfactorCsubunit5	NA
gene_3600	expressedprotein	NA
gene_3603	DNA-directedRNApolymeraseIIsubunitRPB3	NA
gene_3610	expressedprotein	NA
gene_3616	glucoserepressionmediatorproteinCYC8	NA
gene_3622	expressedprotein	NA
gene_3625	Generalsubstratetransporter	NA
gene_595	expressedprotein	NA
gene_594	hsp90-likeprotein	NA
gene_3637	tetracyclineresistanceproteinfromtransposon	NA
gene_3638	budsiteselectionprotein	NA
gene_3646	arrestindomain-containingprotein	NA
gene_3649	heterokaryonincompatibilityproteinHet-C	CBM12
gene_3650	proteinphosphatase1K	NA
gene_3652	CDP-alcoholphosphatidyltransferase	NA
gene_3654	expressedprotein	NA
gene_3653	orotidine5'-phosphatedecarboxylase	NA
gene_3657	hypotheticalprotein	NA
gene_596	expressedprotein	NA
gene_3659	dynactin	NA
gene_3664	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_3665	RibonucleaseEinhibitorRraA/Dimethylmenaquinonemethyltransferase	NA
gene_3666	Pyruvate/Phosphoenolpyruvatekinase-likedomain-containingprotein	NA
gene_3671	TranscriptioninitiationfactorIID%2C18kDsubunit-domaincontainingprotein	NA
gene_597	ClassIglutamineamidotransferase-likeprotein	NA
gene_3673	SOK1protein	NA
gene_3683	leucinerichrepeatdomain-containingprotein	NA
gene_3686	ribosomalbiogenesisproteinGar2	NA
gene_3689	hypotheticalprotein	NA
gene_3694	hypotheticalprotein	NA
gene_3697	ATP-citratesynthasesubunit1	NA
gene_3696	expressedprotein	NA
gene_3698	expressedprotein	NA
gene_3700	MRG-domaincontainingprotein	NA
gene_3706	majorfacilitatorsuperfamilytransporter	NA
gene_3707	Prefoldinsubunit-domaincontainingprotein	NA
gene_3709	hypotheticalprotein	NA
gene_3710	expressedprotein	NA
gene_3711	hypotheticalprotein	NA
gene_3716	isoflavonereductase	NA
gene_3722	hypotheticalprotein	NA
gene_3729	PeptidasefamilyS58-domaincontainingprotein	NA
gene_3734	celldivisioncontrolprotein2	GH18
gene_3738	expressedprotein	NA
gene_610	expressedprotein	NA
gene_611	expressedprotein	NA
gene_3742	hypotheticalprotein	NA
gene_612	hypotheticalprotein	NA
gene_3745	expressedprotein	NA
gene_3748	bromodomain-containingfactor1	NA
gene_3750	DNAreplicationATPase	NA
gene_3749	Dip2/Utp12Family-domaincontainingprotein	NA
gene_3753	hypotheticalprotein	NA
gene_3761	hypotheticalprotein	NA
gene_3764	5-methylthioadenosine/S-adenosylhomocysteinedeaminasen1	NA
gene_3783	phosphoglyceratemutasefamilyprotein	NA
gene_3782	ERCC4domain-domaincontainingprotein	NA
gene_3787	hypotheticalprotein	NA
gene_3786	beta-xylosidase	GH43_11
gene_3794	aminoacidpermease	NA
gene_3809	hypotheticalprotein	NA
gene_3810	cytochromeP450	NA
gene_3817	expressedprotein	NA
gene_3818	carboxypeptidaseA	NA
gene_619	SNF2familyN-terminaldomain-domaincontainingprotein	NA
gene_3820	mannose-1-phosphateguanyltransferase	NA
gene_3822	nucleotide-sugartransporter	NA
gene_3838	expressedprotein	NA
gene_3837	hypotheticalprotein	NA
gene_3835	hypotheticalprotein	CBM12
gene_3844	majorfacilitatorsuperfamilytransporter	NA
gene_3846	hypotheticalprotein	NA
gene_3845	acriflavinesensitivitycontrolproteinacr-2	NA
gene_3847	hypotheticalprotein	NA
gene_3848	Cel74a	CBM1
gene_3851	alpha-glucosidespermeaseMPH2/3	GH32
gene_3850	expressedprotein	NA
gene_3856	hypotheticalprotein	NA
gene_623	tyrosyl-tRNAsynthetase	NA
gene_3860	elongationfactor1-alpha	NA
gene_622	Nitrogenpermeaseregulator2-domaincontainingprotein	NA
gene_3864	expressedprotein	NA
gene_3865	VHSdomain-containingprotein	NA
gene_3866	ubiquitincarboxyl-terminalhydrolase	NA
gene_3869	expressedprotein	NA
gene_625	Proteinofunknownfunction(DUF3419)-domaincontainingprotein	NA
gene_3872	expressedprotein	NA
gene_3873	hypotheticalprotein	NA
gene_3875	serine/threonine-proteinkinaseMST20	NA
gene_3877	bacilysinbiosynthesisoxidoreductasebacC	NA
gene_3878	hypotheticalprotein	NA
gene_3883	SH3domain-containingprotein	NA
gene_3884	expressedprotein	NA
gene_3889	aminotransferaseclassIandII	NA
gene_3892	hypotheticalprotein	NA
gene_3893	hypotheticalprotein	NA
gene_3895	Mediatorcomplexsubunit13C-terminal-domaincontainingprotein	NA
gene_3901	arrestindomain-containingprotein	NA
gene_3903	expressedprotein	NA
gene_3904	Domainofunknownfunction(DUF3425)-domaincontainingprotein	NA
gene_631	hypotheticalprotein	NA
gene_3907	expressedprotein	NA
gene_3906	nitritereductase	NA
gene_3908	Mss4-likeprotein	GH18
gene_3915	expressedprotein	NA
gene_3920	hypotheticalprotein	NA
gene_3922	sterolregulatoryelementbindingproteinSre1	NA
gene_3924	neutralceramidase	GT31
gene_3927	expressedprotein	NA
gene_3926	sarcosineoxidase	NA
gene_3928	expressedprotein	NA
gene_3932	hypotheticalprotein	NA
gene_3937	transcriptioninitiationfactorIIEsubunitbeta	NA
gene_3936	hypotheticalprotein	NA
gene_3939	Cytochromeb5-likeheme/steroidbindingdomain-containingprotein	GT4
gene_3945	hypotheticalprotein	NA
gene_3947	beta-lactamasefamilyprotein	NA
gene_637	hypotheticalprotein	NA
gene_3953	Sugar(andother)transporter-domaincontainingprotein	NA
gene_3954	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_3955	Domainofunknownfunction(DUF1338)-domaincontainingprotein	NA
gene_3958	FADdependentoxidoreductase	NA
