locus_id	protein_id	arath_lfc	arath_padj	barley_lfc	barley_padj	mtom_lfc	mtom_padj	arath_sig	mtom_sig	barley_sig	arath_induced	mtom_induced	barley_induced	induced_all	induced_arath	induced_arath.mtom	induced_mtom	induced_barley	induced_arath.barley	induced_mtom.barley	description	kogid	kogdefline	kogClass	kogGroup	gotermId	goName	gotermType	goAcc	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score	CAZYName	CAZYbitscore	CAZYSubstrate	CAZYEnzymes	CAZYEC	SignalPepProb	Effector	MEROPS_description	MEROPS_unit	clusters
gene_6021	351119	-0.282896725	0.453328636	-0.169820756	NA	-0.147206463	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ureidoglycolatehydrolase	NA	NA	NA	NA	251	allantoin catabolic process	biological_process	GO:0000256	4.3.2.3	Ureidoglycolate lyase.	(-)-ureidoglycolate = glyoxylate + urea.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	IPR007247	Ureidoglycolate hydrolase	HMMPfam	PF04115	Ureidoglycolate hydrolase	1	"12,"	"225,"	8.40E-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6038	351134	0.151043182	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	MajorFacilitatorSuperfamily-domaincontainingprotein	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	"33,"	"410,"	3.90E-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6068	351179	0.212370574	NA	0.184111746	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	NA	NA	NA	NA	NA	NA	NA	NA	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	"7,"	"40,"	7.20E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6079	351193	0.05821983	0.949697501	0.170518764	0.865357342	-0.040243975	0.967177699	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6084	351203	-1.045643232	0.127775369	-0.498514996	NA	-0.172082995	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6086	351210	1.520321763	0.017799997	1.230385115	0.106418685	1.464079582	0.078353646	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6087	351214	-0.197357182	0.787945745	-0.070905961	0.943995093	-0.18404497	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6108	351225	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Chitinsynthase-domaincontainingprotein	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING	2540	chitin synthase activity	molecular_function	GO:0004100	2.4.1.16	Chitin synthase.	"UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1)."	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	\N	\N	HMMPfam	PF03142	Chitin synthase	2	"180,282,"	"239,633,"	"4.0E-7,4.9E-32"	GT2	882.53	NA	NA	NA	NA	NA	NA	NA	4
gene_6111	351243	0.813468069	0.297621086	0.256570759	0.774353598	0.529821136	0.525388339	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	sortingnexinmvp-1	KOG2273	"Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins"	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING	3727	protein binding	molecular_function	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	IPR001683	Phox homologous domain	HMMPfam	PF00787	PX domain	1	"396,"	"480,"	1.70E-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6148	351292	NA	NA	0.176739662	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	thiol-specificmonooxygenase	KOG1399	Flavin-containing monooxygenase	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM	2890	flavin-containing monooxygenase activity	molecular_function	GO:0004499	1.14.13.8	Dimethylaniline monooxygenase (N-oxide forming).	"N,N-dimethylaniline + NADPH + O(2) = N,N-dimethylaniline N-oxide + NADP(+) + H(2)O."	FAD.	"Trimethylaminuria; MIM:602079,"	\N	\N	\N	IPR020946	Flavin monooxygenase-like	HMMPfam	PF00743	Flavin-binding monooxygenase-like	1	"169,"	"316,"	4.90E-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6150	351296	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	allantoatepermease	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM	18831	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function	GO:0043365	1.97.1.4	Formate acetyltransferase activating enzyme.	S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.	Iron-sulfur.	\N	\N	\N	\N	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	"72,"	"437,"	1.00E-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6204	351340	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR010640	Low temperature requirement A	HMMPfam	PF06772	Bacterial low temperature requirement A protein (LtrA)	1	"61,"	"346,"	5.60E-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6205	351341	0.303959226	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Majorfacilitatorsuperfamilydomain-containingprotein	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	"88,"	"470,"	1.30E-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6207	351346	0.830237029	0.288239312	0.50417263	0.559950387	0.546213547	0.480366471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FADbindingdomain-containingprotein	NA	NA	NA	NA	9710	oxidoreductase activity	molecular_function	GO:0016491	NA	NA	NA	NA	NA	NA	NA	NA	IPR006094	"FAD linked oxidase, N-terminal"	HMMPfam	PF01565	FAD binding domain	1	"116,"	"255,"	2.50E-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6238	351365	-0.016574487	NA	-0.097358036	NA	-0.079545819	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	C6zincfingerprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6241	351387	1.12690449	0.097230224	0.528827127	NA	0.166543822	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	sugartransporter	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351	NA	NA	NA	NA	NA	NA	NA	NA	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	"71,"	"525,"	5.70E-73	GH105	672.9	ulvan;pectin	"d-4,5-unsaturated beta-glucuronyl hydrolase;d-4,5-unsaturated alpha-galacturonidase;unsaturated rhamnogalacturonyl hydrolase"	3.2.1.-;3.2.1.172	NA	NA	NA	NA	4
gene_6243	351391	5.436504206	0.003720124	1.041980845	0.064160789	0.73371342	0.043776167	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	pectatelyaseB	NA	NA	NA	NA	2933	"hydrolase activity, hydrolyzing O-glycosyl compounds"	molecular_function	GO:0004553	4.2.2.2	Pectate lyase.	Eliminative cleavage of pectate to give oligosaccharides with 4-deoxy- alpha-D-gluc-4-enuronosyl groups at their non-reducing ends.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC	IPR002022	Pectate lyase/Amb allergen	HMMPfam	PF00544	Pectate lyase	1	"138,"	"322,"	2.10E-43	CBM1	358.2	"cellulose, chitin"	"Modules of approx. 40 residues found almost exclusively in fungi. The cellulose-binding function has been demonstrated in many cases, and appears to be mediated by three aromatic residues separated by about 10.4 angstrom and which form a flat surface. The only non-fungal occurence of CBM1 is in an algal non-hydrolytic polysaccharide-binding protein which is composed of four repeated CBM1 modules. Binding to chitin has been demonstrated in one case."		1	Non-effector	NA	NA	4
gene_6261	351408	0.043928291	NA	-0.066586712	NA	-0.054052032	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6306	351481	7.302573699	2.15E-05	4.480397569	0.022937844	0.216802413	0.094876224	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	alkalineproteinase	KOG1153	Subtilisin-related protease/Vacuolar protease B	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	2700	subtilase activity	molecular_function	GO:0004289	3.4.21.63	Oryzin.	"Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides."	\N	\N	\N	\N	\N	IPR000209	Peptidase S8/S53 domain	HMMPfam	PF00082	Subtilase family	1	"153,"	"391,"	6.90E-41	CBM2	175.3	"cellulose, chitin, xylan"	Modules of approx. 100 residues and which are found in a large number of bacterial enzymes. The cellulose-binding function has been demonstrated in many cases. Several of these modules have been shown to also bind chitin or xylan.		0.999	Non-effector	subfamily S8A unassigned peptidases	peptidase unit: 133-365	4
gene_6323	351498	2.377986221	0.031799471	0.664994856	0.328752993	0.054163774	NA	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Manganese/ironsuperoxidedismutase	KOG0876	Manganese superoxide dismutase	Inorganic ion transport and metabolism 	METABOLISM	3145	superoxide dismutase activity	molecular_function	GO:0004784	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N	IPR019831	"Manganese/iron superoxide dismutase, N-terminal"	HMMPfam	PF00081	"Iron/manganese superoxide dismutases, alpha-hairpin domain"	1	"5,"	"83,"	1.80E-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6334	351516	-0.019441722	NA	-0.126059269	NA	-0.105077835	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	cytochromeP450oxidoreductase	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM	2888	monooxygenase activity	molecular_function	GO:0004497	1.14.13.12	Benzoate 4-monooxygenase.	Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.	Iron; Tetrahydropteridine.	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	"64,"	"482,"	1.20E-67	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6345	351556	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CoAligase	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM	2290	catalytic activity	molecular_function	GO:0003824	6.2.1.12	4-coumarate--CoA ligase.	ATP + 4-coumarate + CoA = AMP + diphosphate + 4-coumaroyl-CoA.	\N	\N	"Flavonoids, stilbene and lignin biosynthesis"	Biosynthesis of Secondary Metabolites	METABOLIC	IPR000873	AMP-dependent synthetase/ligase	HMMPfam	PF00501	AMP-binding enzyme	1	"46,"	"450,"	7.80E-91	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6352	351572	0.074271097	NA	-0.094046705	NA	0.054617529	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Proteinofunknownfunction(DUF1446)-domaincontainingprotein	NA	NA	NA	NA	21590	phosphatidylcholine-retinol O-acyltransferase activity	molecular_function	GO:0047173	2.3.1.135	Phosphatidylcholine--retinol O-acyltransferase.	Phosphatidylcholine + retinol-[cellular-retinol-binding-protein] = 2-acylglycerophosphocholine + retinyl-ester-[cellular-retinol-binding- protein].	\N	\N	\N	\N	\N	IPR010839	Protein of unknown function DUF1446	HMMPfam	PF07287	Protein of unknown function (DUF1446)	1	"11,"	"367,"	1.30E-123	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6355	351588	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	KOG4169	15-hydroxyprostaglandin dehydrogenase and related dehydrogenases	Lipid transport and metabolism 	METABOLISM	5830	metabolic process	biological_process	GO:0008152	1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD+).	"(5Z,13E)-(15S)-11-alpha,15-dihydroxy-9-oxoprost-13-enoate + NAD(+) = (5Z,13E)-11-alpha-hydroxy-9,15-dioxoprost-13-enoate + NADH."	\N	\N	\N	\N	\N	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	short chain dehydrogenase	1	"5,"	"175,"	3.10E-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6362	351597	-0.374083954	0.305692045	-0.207707791	NA	-0.16213821	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED	3546	transporter activity	molecular_function	GO:0005215	NA	NA	NA	NA	NA	NA	NA	NA	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	"22,"	"115,"	8.60E-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6364	351601	0.154002114	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	5.3.3.5	Cholestenol delta-isomerase.	5-alpha-cholest-7-en-3-beta-ol = 5-alpha-cholest-8-en-3-beta-ol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	"13,"	"45,"	5.40E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6405	351655	0.18027906	0.781357644	-0.126130393	NA	0.01572552	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6441	351679	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6448	351691	0.213015087	NA	0.184111746	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999	Non-effector	NA	NA	4
gene_6450	351693	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Sugar(andother)transporter-domaincontainingprotein	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED	3546	transporter activity	molecular_function	GO:0005215	NA	NA	NA	NA	NA	NA	NA	NA	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	"66,"	"515,"	5.50E-60	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6453	351706	1.515235026	0.072610103	0.097080675	0.913811855	0.236111466	0.785945179	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR001452	SH3 domain	HMMPfam	PF00018	SH3 domain	1	"375,"	"421,"	7.80E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6455	351722	4.14562645	0.021275036	NA	NA	NA	NA	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Luciferase-likedomain-containingprotein	NA	NA	NA	NA	6351	alkanesulfonate monooxygenase activity	molecular_function	GO:0008726	NA	NA	NA	NA	NA	NA	NA	NA	IPR011251	Luciferase-like domain	HMMPfam	PF00296	Luciferase-like monooxygenase	1	"28,"	"388,"	6.60E-64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6458	351730	7.067973425	5.45E-05	11.61316212	1.97E-14	7.419769138	0.000408437	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Glycosylhydrolasefamily61-domaincontainingprotein	NA	NA	NA	NA	2933	"hydrolase activity, hydrolyzing O-glycosyl compounds"	molecular_function	GO:0004553	3.2.1.4	Cellulase.	"Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose."	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	IPR000254	"Cellulose-binding domain, fungal"	HMMPfam	PF00734	Fungal cellulose binding domain	1	"226,"	"253,"	2.10E-10	CBM1	400.12	"cellulose, chitin"	"Modules of approx. 40 residues found almost exclusively in fungi. The cellulose-binding function has been demonstrated in many cases, and appears to be mediated by three aromatic residues separated by about 10.4 angstrom and which form a flat surface. The only non-fungal occurence of CBM1 is in an algal non-hydrolytic polysaccharide-binding protein which is composed of four repeated CBM1 modules. Binding to chitin has been demonstrated in one case."		0.998	Apoplastic effector	NA	NA	4
gene_6462	351734	-0.181838154	NA	-0.142923769	NA	-0.120663718	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6470	351741	0.683252881	0.209498928	5.334540038	0.000380184	0.231201999	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AA14	383.13	xylan	AA14 proteins are copper-dependent lytic polysaccharide monooxygenases (LPMOs).cleavage of xylan with oxidation of C-1 has been demonstrated for two AA14 LPMOs from Trametes coccinea (Pycnoporus coccineus);lytic xylan monooxygenase / xylan oxidase (glycosidic bond-cleaving)	;1.14.99.-	NA	NA	NA	NA	4
gene_6509	351771	0.444818049	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR029226	Ecp2 effector protein	HMMPfam	PF14856	Pathogen effector; putative necrosis-inducing factor	1	"47,"	"150,"	1.10E-11	NA	NA	NA	NA	NA	0.975	Non-effector	NA	NA	4
gene_6526	351779	0.660961433	0.353534014	0.041515968	NA	0.151047251	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	5939	zinc ion binding	molecular_function	GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA	IPR002893	"Zinc finger, MYND-type"	HMMPfam	PF01753	MYND finger	1	"9,"	"56,"	8.10E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6527	351783	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6532	351789	0.423400492	NA	0.184111746	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998	Cytoplasmic effector	NA	NA	4
gene_6533	351792	4.316080262	0.003432962	6.888529651	1.26E-06	5.054102625	0.009755915	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	mannanendo-1%2C4-beta-mannosidase	NA	NA	NA	NA	4248	substituted mannan metabolic process	biological_process	GO:0006080	3.2.1.78	"Mannan endo-1,4-beta-mannosidase."	"Random hydrolysis of 1,4-beta-D-mannosidic linkages in mannans, galactomannans, glucomannans, and galactoglucomannans."	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	IPR022790	Endoglucanase H/Glycosyl hydrolase family 26	HMMPfam	PF02156	Glycosyl hydrolase family 26	1	"166,"	"467,"	2.50E-90	CBM1	570.9	"cellulose, chitin"	"Modules of approx. 40 residues found almost exclusively in fungi. The cellulose-binding function has been demonstrated in many cases, and appears to be mediated by three aromatic residues separated by about 10.4 angstrom and which form a flat surface. The only non-fungal occurence of CBM1 is in an algal non-hydrolytic polysaccharide-binding protein which is composed of four repeated CBM1 modules. Binding to chitin has been demonstrated in one case."		0.991	Non-effector	NA	NA	4
gene_6546	351807	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR001810	F-box domain	ProSiteProfiles	PS50181	F-box domain profile.	1	"209,"	"260,"	10.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_6560	351822	0.075308377	NA	-0.094046705	NA	0.445192955	0.382453102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	Non-effector	NA	NA	4
gene_6580	351842	12.68027243	1.77E-18	NA	NA	NA	NA	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	4925	regulation of nitrogen utilization	biological_process	GO:0006808	NA	NA	NA	NA	NA	NA	NA	NA	IPR008030	NmrA-like domain	HMMPfam	PF05368	NmrA-like family	1	"8,"	"225,"	4.10E-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
