Rows,ID2,System,Plant,Experiment,Bio_rep,Tech_Rep,Microbes,Treatment,Element,Weight_length,Nb,Microbial_ID
1420,MS_agar_Arabidopsis_thaliana_F_Path_1_23_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,23,F243,Water,Roots,2.111,1,Pathogens
1421,MS_agar_Arabidopsis_thaliana_F_Path_1_24_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,24,F243,Water,Roots,9.218,1,Pathogens
1422,MS_agar_Arabidopsis_thaliana_F_Path_1_25_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,25,F243,Water,Roots,6.654,1,Pathogens
1423,MS_agar_Arabidopsis_thaliana_F_Path_1_26_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,26,F243,Water,Roots,8.06,1,Pathogens
1424,MS_agar_Arabidopsis_thaliana_F_Path_1_27_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,27,F243,Water,Roots,7.928,1,Pathogens
1425,MS_agar_Arabidopsis_thaliana_F_Path_1_28_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,28,F243,Water,Roots,2.464,1,Pathogens
1426,MS_agar_Arabidopsis_thaliana_F_Path_1_29_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,29,F243,Water,Roots,11.917,1,Pathogens
1427,MS_agar_Arabidopsis_thaliana_F_Path_1_30_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,30,F243,Water,Roots,7.253,1,Pathogens
1428,MS_agar_Arabidopsis_thaliana_F_Path_1_31_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,31,F243,Water,Roots,8.605,1,Pathogens
1429,MS_agar_Arabidopsis_thaliana_F_Path_1_32_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,32,F243,Water,Roots,1.836,1,Pathogens
1430,MS_agar_Arabidopsis_thaliana_F_Path_1_33_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,33,F243,Water,Roots,6.722,1,Pathogens
1431,MS_agar_Arabidopsis_thaliana_F_Path_1_34_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,34,F243,Water,Roots,9.847,1,Pathogens
1432,MS_agar_Arabidopsis_thaliana_F_Path_1_35_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,35,F243,Water,Roots,2.107,1,Pathogens
1433,MS_agar_Arabidopsis_thaliana_F_Path_1_36_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,36,F243,Water,Roots,10.661,1,Pathogens
1434,MS_agar_Arabidopsis_thaliana_F_Path_1_37_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,37,F243,Water,Roots,9.823,1,Pathogens
1435,MS_agar_Arabidopsis_thaliana_F_Path_1_38_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,38,F243,Water,Roots,2.784,1,Pathogens
1436,MS_agar_Arabidopsis_thaliana_F_Path_1_39_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,39,F243,Water,Roots,1.786,1,Pathogens
1437,MS_agar_Arabidopsis_thaliana_F_Path_1_40_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,40,F243,Water,Roots,1.777,1,Pathogens
1438,MS_agar_Arabidopsis_thaliana_F_Path_1_41_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,41,F243,Water,Roots,4.86,1,Pathogens
1439,MS_agar_Arabidopsis_thaliana_F_Path_1_42_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,42,F243,Water,Roots,8.881,1,Pathogens
1440,MS_agar_Arabidopsis_thaliana_F_Path_1_43_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,43,F243,Water,Roots,4.246,1,Pathogens
1441,MS_agar_Arabidopsis_thaliana_F_Path_1_44_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,44,F243,Water,Roots,12.385,1,Pathogens
1442,MS_agar_Arabidopsis_thaliana_F_Path_1_45_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,45,F243,Water,Roots,5.911,1,Pathogens
1443,MS_agar_Arabidopsis_thaliana_F_Path_1_46_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,46,F243,Water,Roots,5.911,1,Pathogens
1444,MS_agar_Arabidopsis_thaliana_F_Path_1_47_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,47,F243,Water,Roots,6.411,1,Pathogens
1445,MS_agar_Arabidopsis_thaliana_F_Path_1_48_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,48,F243,Water,Roots,7.207,1,Pathogens
1446,MS_agar_Arabidopsis_thaliana_F_Path_1_49_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,49,F243,Water,Roots,10.014,1,Pathogens
1447,MS_agar_Arabidopsis_thaliana_F_Path_1_50_F243_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,50,F243,Water,Roots,12.489,1,Pathogens
1448,MS_agar_Arabidopsis_thaliana_F_Path_1_1_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,1,F243,3OMG,Roots,10.564,1,Pathogens
1449,MS_agar_Arabidopsis_thaliana_F_Path_1_2_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,2,F243,3OMG,Roots,14.216,1,Pathogens
1450,MS_agar_Arabidopsis_thaliana_F_Path_1_3_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,3,F243,3OMG,Roots,15.185,1,Pathogens
1451,MS_agar_Arabidopsis_thaliana_F_Path_1_4_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,4,F243,3OMG,Roots,6.044,1,Pathogens
1452,MS_agar_Arabidopsis_thaliana_F_Path_1_5_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,5,F243,3OMG,Roots,13.451,1,Pathogens
1453,MS_agar_Arabidopsis_thaliana_F_Path_1_6_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,6,F243,3OMG,Roots,9.397,1,Pathogens
1454,MS_agar_Arabidopsis_thaliana_F_Path_1_7_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,7,F243,3OMG,Roots,8.671,1,Pathogens
1455,MS_agar_Arabidopsis_thaliana_F_Path_1_8_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,8,F243,3OMG,Roots,13.642,1,Pathogens
1456,MS_agar_Arabidopsis_thaliana_F_Path_1_9_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,9,F243,3OMG,Roots,12.299,1,Pathogens
1457,MS_agar_Arabidopsis_thaliana_F_Path_1_10_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,10,F243,3OMG,Roots,6.558,1,Pathogens
1458,MS_agar_Arabidopsis_thaliana_F_Path_1_11_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,11,F243,3OMG,Roots,11.371,1,Pathogens
1459,MS_agar_Arabidopsis_thaliana_F_Path_1_12_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,12,F243,3OMG,Roots,11.228,1,Pathogens
1460,MS_agar_Arabidopsis_thaliana_F_Path_1_13_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,13,F243,3OMG,Roots,13.42,1,Pathogens
1461,MS_agar_Arabidopsis_thaliana_F_Path_1_14_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,14,F243,3OMG,Roots,7.471,1,Pathogens
1462,MS_agar_Arabidopsis_thaliana_F_Path_1_15_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,15,F243,3OMG,Roots,9.254,1,Pathogens
1463,MS_agar_Arabidopsis_thaliana_F_Path_1_16_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,16,F243,3OMG,Roots,8.949,1,Pathogens
1464,MS_agar_Arabidopsis_thaliana_F_Path_1_17_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,17,F243,3OMG,Roots,8.671,1,Pathogens
1465,MS_agar_Arabidopsis_thaliana_F_Path_1_18_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,18,F243,3OMG,Roots,3.083,1,Pathogens
1466,MS_agar_Arabidopsis_thaliana_F_Path_1_19_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,19,F243,3OMG,Roots,8.876,1,Pathogens
1467,MS_agar_Arabidopsis_thaliana_F_Path_1_20_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,20,F243,3OMG,Roots,7.796,1,Pathogens
1468,MS_agar_Arabidopsis_thaliana_F_Path_1_21_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,21,F243,3OMG,Roots,10.512,1,Pathogens
1469,MS_agar_Arabidopsis_thaliana_F_Path_1_22_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,22,F243,3OMG,Roots,8.444,1,Pathogens
1470,MS_agar_Arabidopsis_thaliana_F_Path_1_23_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,23,F243,3OMG,Roots,10.952,1,Pathogens
1471,MS_agar_Arabidopsis_thaliana_F_Path_1_24_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,24,F243,3OMG,Roots,13.838,1,Pathogens
1472,MS_agar_Arabidopsis_thaliana_F_Path_1_25_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,25,F243,3OMG,Roots,6.729,1,Pathogens
1473,MS_agar_Arabidopsis_thaliana_F_Path_1_26_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,26,F243,3OMG,Roots,11.394,1,Pathogens
1474,MS_agar_Arabidopsis_thaliana_F_Path_1_27_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,27,F243,3OMG,Roots,1.971,1,Pathogens
1475,MS_agar_Arabidopsis_thaliana_F_Path_1_28_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,28,F243,3OMG,Roots,12.596,1,Pathogens
1476,MS_agar_Arabidopsis_thaliana_F_Path_1_29_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,29,F243,3OMG,Roots,9.624,1,Pathogens
1477,MS_agar_Arabidopsis_thaliana_F_Path_1_30_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,30,F243,3OMG,Roots,9.112,1,Pathogens
1478,MS_agar_Arabidopsis_thaliana_F_Path_1_31_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,31,F243,3OMG,Roots,7.632,1,Pathogens
1479,MS_agar_Arabidopsis_thaliana_F_Path_1_32_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,32,F243,3OMG,Roots,8.575,1,Pathogens
1480,MS_agar_Arabidopsis_thaliana_F_Path_1_33_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,33,F243,3OMG,Roots,12.781,1,Pathogens
1481,MS_agar_Arabidopsis_thaliana_F_Path_1_34_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,34,F243,3OMG,Roots,14.752,1,Pathogens
1482,MS_agar_Arabidopsis_thaliana_F_Path_1_35_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,35,F243,3OMG,Roots,10.105,1,Pathogens
1483,MS_agar_Arabidopsis_thaliana_F_Path_1_36_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,36,F243,3OMG,Roots,12.44,1,Pathogens
1484,MS_agar_Arabidopsis_thaliana_F_Path_1_37_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,37,F243,3OMG,Roots,14.975,1,Pathogens
1485,MS_agar_Arabidopsis_thaliana_F_Path_1_38_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,38,F243,3OMG,Roots,6.532,1,Pathogens
1486,MS_agar_Arabidopsis_thaliana_F_Path_1_39_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,39,F243,3OMG,Roots,3.018,1,Pathogens
1487,MS_agar_Arabidopsis_thaliana_F_Path_1_40_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,40,F243,3OMG,Roots,2.628,1,Pathogens
1488,MS_agar_Arabidopsis_thaliana_F_Path_1_41_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,41,F243,3OMG,Roots,12.983,1,Pathogens
1489,MS_agar_Arabidopsis_thaliana_F_Path_1_42_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,42,F243,3OMG,Roots,8.698,1,Pathogens
1490,MS_agar_Arabidopsis_thaliana_F_Path_1_43_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,43,F243,3OMG,Roots,13.144,1,Pathogens
1491,MS_agar_Arabidopsis_thaliana_F_Path_1_44_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,44,F243,3OMG,Roots,11.306,1,Pathogens
1492,MS_agar_Arabidopsis_thaliana_F_Path_1_45_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,45,F243,3OMG,Roots,13.186,1,Pathogens
1493,MS_agar_Arabidopsis_thaliana_F_Path_1_46_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,46,F243,3OMG,Roots,11.75,1,Pathogens
1494,MS_agar_Arabidopsis_thaliana_F_Path_1_47_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,47,F243,3OMG,Roots,13.748,1,Pathogens
1495,MS_agar_Arabidopsis_thaliana_F_Path_1_48_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,48,F243,3OMG,Roots,13.644,1,Pathogens
1496,MS_agar_Arabidopsis_thaliana_F_Path_1_49_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,49,F243,3OMG,Roots,9.948,1,Pathogens
1497,MS_agar_Arabidopsis_thaliana_F_Path_1_50_F243_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,50,F243,3OMG,Roots,13.848,1,Pathogens
1498,Flowpots_Arabidopsis_thaliana_F_Path_2_1_MF_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,MF,Water,Shoot,19.5,2,Pathogens
1499,Flowpots_Arabidopsis_thaliana_F_Path_2_2_MF_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,MF,Water,Shoot,75.9,4,Pathogens
1500,Flowpots_Arabidopsis_thaliana_F_Path_2_3_MF_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,MF,Water,Shoot,33.9,2,Pathogens
1501,Flowpots_Arabidopsis_thaliana_F_Path_2_4_MF_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,MF,Water,Shoot,68.5,5,Pathogens
1502,Flowpots_Arabidopsis_thaliana_F_Path_2_1_MF_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,MF,3OMG,Shoot,16.3,3,Pathogens
1503,Flowpots_Arabidopsis_thaliana_F_Path_2_2_MF_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,MF,3OMG,Shoot,43.4,5,Pathogens
1504,Flowpots_Arabidopsis_thaliana_F_Path_2_3_MF_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,MF,3OMG,Shoot,22.1,4,Pathogens
1505,Flowpots_Arabidopsis_thaliana_F_Path_2_4_MF_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,MF,3OMG,Shoot,31.7,3,Pathogens
1506,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F16_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F16,Water,Shoot,107.3,5,Pathogens
1507,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F16_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F16,Water,Shoot,42,2,Pathogens
1508,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F16_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F16,Water,Shoot,66,4,Pathogens
1509,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F16_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F16,Water,Shoot,26.9,3,Pathogens
1510,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F16_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F16,3OMG,Shoot,94.3,5,Pathogens
1511,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F16_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F16,3OMG,Shoot,76.9,4,Pathogens
1512,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F16_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F16,3OMG,Shoot,52.3,3,Pathogens
1513,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F16_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F16,3OMG,Shoot,17.5,1,Pathogens
1514,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F44_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F44,Water,Shoot,37.1,4,Pathogens
1515,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F44_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F44,Water,Shoot,73.4,5,Pathogens
1516,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F44_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F44,Water,Shoot,21,2,Pathogens
1517,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F44_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F44,Water,Shoot,49.1,2,Pathogens
1518,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F44_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F44,3OMG,Shoot,31.5,3,Pathogens
1519,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F44_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F44,3OMG,Shoot,9.4,1,Pathogens
1520,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F44_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F44,3OMG,Shoot,86.4,4,Pathogens
1521,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F44_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F44,3OMG,Shoot,64.1,4,Pathogens
1522,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F64_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F64,Water,Shoot,81.4,4,Pathogens
1523,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F64_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F64,Water,Shoot,66.9,5,Pathogens
1524,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F64_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F64,Water,Shoot,57.2,5,Pathogens
1525,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F64_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F64,Water,Shoot,31.7,2,Pathogens
1526,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F64_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F64,3OMG,Shoot,32.5,3,Pathogens
1527,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F64_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F64,3OMG,Shoot,85.9,4,Pathogens
1528,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F64_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F64,3OMG,Shoot,16.8,3,Pathogens
1529,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F64_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F64,3OMG,Shoot,55,4,Pathogens
1530,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F96_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F96,Water,Shoot,0,0,Pathogens
1531,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F96_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F96,Water,Shoot,0,0,Pathogens
1532,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F96_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F96,Water,Shoot,28.5,1,Pathogens
1533,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F96_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F96,Water,Shoot,0,0,Pathogens
1534,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F96_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F96,3OMG,Shoot,56.7,4,Pathogens
1535,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F96_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F96,3OMG,Shoot,39.7,3,Pathogens
1536,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F96_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F96,3OMG,Shoot,38.1,4,Pathogens
1537,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F96_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F96,3OMG,Shoot,80.2,5,Pathogens
1538,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F117_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F117,Water,Shoot,67.6,4,Pathogens
1539,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F117_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F117,Water,Shoot,0,0,Pathogens
1540,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F117_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F117,Water,Shoot,59.6,4,Pathogens
1541,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F117_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F117,Water,Shoot,29.5,2,Pathogens
1542,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F117_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F117,3OMG,Shoot,55.5,6,Pathogens
1543,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F117_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F117,3OMG,Shoot,61,3,Pathogens
1544,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F117_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F117,3OMG,Shoot,67.7,4,Pathogens
1545,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F117_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F117,3OMG,Shoot,42.5,5,Pathogens
1546,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F147_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F147,Water,Shoot,0.4,1,Pathogens
1547,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F147_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F147,Water,Shoot,0,0,Pathogens
1548,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F147_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F147,Water,Shoot,0,0,Pathogens
1549,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F147_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F147,Water,Shoot,0,0,Pathogens
1550,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F147_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F147,3OMG,Shoot,37.6,3,Pathogens
1551,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F147_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F147,3OMG,Shoot,81.8,5,Pathogens
1552,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F147_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F147,3OMG,Shoot,49.7,4,Pathogens
1553,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F147_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F147,3OMG,Shoot,61.4,4,Pathogens
1554,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F212_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F212,Water,Shoot,51.1,3,Pathogens
1555,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F212_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F212,Water,Shoot,122.6,7,Pathogens
1556,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F212_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F212,Water,Shoot,77.5,4,Pathogens
1557,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F212_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F212,Water,Shoot,78.4,5,Pathogens
1558,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F212_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F212,3OMG,Shoot,49.7,3,Pathogens
1559,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F212_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F212,3OMG,Shoot,87.6,3,Pathogens
1560,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F212_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F212,3OMG,Shoot,94.4,5,Pathogens
1561,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F212_3OMG_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F212,3OMG,Shoot,39,2,Pathogens
1562,Flowpots_Arabidopsis_thaliana_F_Path_2_1_F243_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,1,F243,Water,Shoot,54.9,5,Pathogens
1563,Flowpots_Arabidopsis_thaliana_F_Path_2_2_F243_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,2,F243,Water,Shoot,58.1,4,Pathogens
1564,Flowpots_Arabidopsis_thaliana_F_Path_2_3_F243_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,3,F243,Water,Shoot,23.3,3,Pathogens
1565,Flowpots_Arabidopsis_thaliana_F_Path_2_4_F243_Water_Shoot,Flowpots,Arabidopsis_thaliana,F_Path_2,2,4,F243,Water,Shoot,45.5,4,Pathogens
